0,37.09582
1,37.291
2,37.4515
3,36.8475
4,36.9925
5,37.0445
6,37.0105
7,36.93228
8,36.956
9,37.0435
10,37.323
11,37.5485
12,37.752
13,37.7999
14,37.7997
15,38.334
16,38.28
17,38.367
18,38.471
19,38.427
20,38.43
21,38.43411
22,38.6975
23,38.597
24,38.197
25,38.4855
26,39.178
27,39.102
28,39.14893
29,39.4485
30,39.591
31,39.699
32,39.62
33,39.9455
34,40.105
35,39.99348
36,39.823
37,39.95
38,40.1515
39,40.1125
40,40.365
41,40.3585
42,40.358109999999996
43,40.5095
44,40.863
45,40.692
46,40.855
47,40.65
48,40.7425
49,40.69757
50,40.964
51,40.9115
52,41.345
53,41.7245
54,41.8235
55,41.8955
56,41.91265
57,42.28
58,42.4545
59,42.846
60,41.5555
61,42.979
62,43.0275
63,43.00715
64,43.496
65,43.715
66,44.883
67,46.601
68,46.726
69,47.269
70,46.685340000000004
71,45.6145
72,46.6955
73,45.6005
74,46.5415
75,47.292
76,47.27
77,47.36053
78,47.212
79,46.8545
80,46.731
81,46.261
82,45.831
83,45.7666
84,45.69334
85,44.851
86,46.0455
87,47.064
88,48.619
89,49.465
90,50.28
91,49.35915
92,51.646
93,53.967
94,53.1495
95,54.287
96,52.8625
97,52.6775
98,52.670190000000005
99,53.8055
100,54.2505
101,54.855
102,55.711
103,58.2545
104,58.1735
105,57.546
106,64.2455
107,67.913
108,60.1025
109,61.5215
110,58.9975
111,58.8775
112,58.288340000000005
113,56.189
114,54.7795
115,53.64
116,53.5495
117,51.047
118,51.047
119,51.03707
120,57.8535
121,55.9505
122,61.0
123,60.5433
124,58.675
125,58.7206
126,58.680409999999995
127,60.2023
128,62.4464
129,62.8832
130,60.2445
131,61.8695
132,61.729
133,61.421119999999995
134,63.0145
135,65.7345
136,66.0155
137,65.3335
138,65.02
139,65.2828
140,65.27712
141,64.8645
142,65.4295
143,65.2875
144,64.5055
145,63.7795
146,64.0495
147,64.04911
148,66.3345
149,66.8645
150,67.9495
151,69.1545
152,70.2305
153,69.6595
154,69.6134
155,68.32511
156,65.05423
157,67.83375
158,66.70609
159,66.47788
160,66.52464
161,66.50901
162,65.87314
163,65.45872
164,65.52431999999999
165,65.27991
166,63.37239
167,63.3497
168,63.31573
169,63.200419999999994
170,63.802080000000004
171,61.40494
172,61.90909
173,61.83563
174,61.87464
175,61.86231
176,63.7821
177,63.10252
178,61.36485
179,61.154959999999996
180,61.6015
